"V1","V2","V3","V4","V5"
0.12258064516129,0.445161290322581,0.109677419354839,0.167741935483871,0.154838709677419
0.426829268292683,0.170731707317073,0.213414634146341,0.0792682926829268,0.109756097560976
0.547486033519553,0.106145251396648,0.167597765363128,0.0782122905027933,0.100558659217877
0.0807453416149068,0.118012422360248,0.093167701863354,0.602484472049689,0.105590062111801
0.111764705882353,0.0882352941176471,0.229411764705882,0.470588235294118,0.1
0.130718954248366,0.300653594771242,0.150326797385621,0.320261437908497,0.0980392156862745
0.624161073825503,0.10738255033557,0.0939597315436242,0.0939597315436242,0.0805369127516778
0.0927152317880795,0.536423841059603,0.218543046357616,0.0794701986754967,0.0728476821192053
0.271428571428571,0.335714285714286,0.1,0.178571428571429,0.114285714285714
0.115384615384615,0.507692307692308,0.1,0.130769230769231,0.146153846153846
0.0365448504983389,0.0664451827242525,0.803986710963455,0.0498338870431894,0.0431893687707641
0.151260504201681,0.092436974789916,0.100840336134454,0.554621848739496,0.100840336134454
0.23021582733813,0.201438848920863,0.107913669064748,0.280575539568345,0.179856115107914
0.208860759493671,0.139240506329114,0.10126582278481,0.177215189873418,0.373417721518987
0.0887573964497041,0.112426035502959,0.248520710059172,0.485207100591716,0.0650887573964497
0.590361445783133,0.0783132530120482,0.156626506024096,0.108433734939759,0.0662650602409639
0.169491525423729,0.228813559322034,0.211864406779661,0.169491525423729,0.220338983050847
0.174603174603175,0.357142857142857,0.103174603174603,0.214285714285714,0.150793650793651
0.105590062111801,0.614906832298137,0.0993788819875776,0.0993788819875776,0.0807453416149068
0.114093959731544,0.167785234899329,0.114093959731544,0.48993288590604,0.114093959731544
0.387096774193548,0.290322580645161,0.0774193548387097,0.129032258064516,0.116129032258065
0.228070175438596,0.298245614035088,0.131578947368421,0.149122807017544,0.192982456140351
0.285714285714286,0.25,0.0982142857142857,0.151785714285714,0.214285714285714
0.22972972972973,0.168918918918919,0.162162162162162,0.304054054054054,0.135135135135135
0.0851063829787234,0.524822695035461,0.134751773049645,0.170212765957447,0.0851063829787234
0.114754098360656,0.180327868852459,0.147540983606557,0.147540983606557,0.409836065573771
0.171641791044776,0.111940298507463,0.134328358208955,0.455223880597015,0.126865671641791
0.183098591549296,0.197183098591549,0.197183098591549,0.169014084507042,0.253521126760563
0.2,0.1,0.1,0.166666666666667,0.433333333333333
0.176,0.208,0.208,0.144,0.264
0.072463768115942,0.144927536231884,0.478260869565217,0.173913043478261,0.130434782608696
0.143939393939394,0.492424242424242,0.0909090909090909,0.113636363636364,0.159090909090909
0.137931034482759,0.293103448275862,0.163793103448276,0.120689655172414,0.28448275862069
0.560240963855422,0.120481927710843,0.108433734939759,0.13855421686747,0.072289156626506
0.142857142857143,0.142857142857143,0.0714285714285714,0.551948051948052,0.0909090909090909
0.102857142857143,0.102857142857143,0.651428571428571,0.0628571428571429,0.08
0.112676056338028,0.133802816901408,0.5,0.119718309859155,0.133802816901408
0.267716535433071,0.141732283464567,0.228346456692913,0.236220472440945,0.125984251968504
0.182795698924731,0.0967741935483871,0.0860215053763441,0.559139784946237,0.0752688172043011
0.115853658536585,0.0975609756097561,0.0792682926829268,0.567073170731707,0.140243902439024
0.0736196319018405,0.233128834355828,0.134969325153374,0.276073619631902,0.282208588957055
0.171428571428571,0.164285714285714,0.114285714285714,0.442857142857143,0.107142857142857
0.171428571428571,0.285714285714286,0.2,0.2,0.142857142857143
